Fecha Desde; Código Variedad; Descripción Variedad; Origen; Descripción Origen; Kilos; Precio Más Frecuente; Precio Máximo; Precio Mínimo
14/04/2020; F2 3616; TOMATE CHERRY                 ; 029; MALAGA              ; 000003690; 2,6; 4,25; 1
14/04/2020; F2 3616; TOMATE CHERRY                 ; 030; MURCIA              ; 000015320; 2,6; 4,25; 1
14/04/2020; F2 3616; TOMATE CHERRY                 ; 041; SEVILLA             ; 000000450; 2,6; 4,25; 1
14/04/2020; F2 3616; TOMATE CHERRY                 ; 046; VALENCIA            ; 000000585; 2,6; 4,25; 1
14/04/2020; F2 3616; TOMATE CHERRY                 ; 069; PORTUGAL            ; 000001364; 2,6; 4,25; 1
14/04/2020; F2 3616; TOMATE CHERRY                 ; 090; MARRUECOS           ; 000005238; 2,6; 4,25; 1
14/04/2020; F2 3621; TOMATE KUMATO                 ; 003; ALICANTE            ; 000001132; 1,2; 1,6; 0,65
14/04/2020; F2 3621; TOMATE KUMATO                 ; 004; ALMERIA             ; 000073572; 1,2; 1,6; 0,65
14/04/2020; F2 3621; TOMATE KUMATO                 ; 018; GRANADA             ; 000010104; 1,2; 1,6; 0,65
14/04/2020; F2 3621; TOMATE KUMATO                 ; 029; MALAGA              ; 000004920; 1,2; 1,6; 0,65
14/04/2020; F2 3621; TOMATE KUMATO                 ; 030; MURCIA              ; 000020426; 1,2; 1,6; 0,65
14/04/2020; F2 3621; TOMATE KUMATO                 ; 041; SEVILLA             ; 000000600; 1,2; 1,6; 0,65
14/04/2020; F2 3621; TOMATE KUMATO                 ; 046; VALENCIA            ; 000000780; 1,2; 1,6; 0,65
14/04/2020; F2 3621; TOMATE KUMATO                 ; 069; PORTUGAL            ; 000001819; 1,2; 1,6; 0,65
14/04/2020; F2 3621; TOMATE KUMATO                 ; 090; MARRUECOS           ; 000006984; 1,2; 1,6; 0,65
14/04/2020; F2 3701; ZANAHORIAS O CARLOTA NANT     ; 011; CADIZ               ; 000039732; 0,4; 0,75; 0,35
14/04/2020; F2 3701; ZANAHORIAS O CARLOTA NANT     ; 040; SEGOVIA             ; 000145006; 0,4; 0,75; 0,35
14/04/2020; F2 3701; ZANAHORIAS O CARLOTA NANT     ; 045; TOLEDO              ; 000027720; 0,4; 0,75; 0,35
14/04/2020; F2 3701; ZANAHORIAS O CARLOTA NANT     ; 047; VALLADOLID          ; 000106229; 0,4; 0,75; 0,35
14/04/2020; F2 3702; ZANAHORIA EN RAMA             ; 011; CADIZ               ; 000011868; 0,95; 1,06; 0,5
14/04/2020; F2 3702; ZANAHORIA EN RAMA             ; 040; SEGOVIA             ; 000043314; 0,95; 1,06; 0,5
14/04/2020; F2 3702; ZANAHORIA EN RAMA             ; 045; TOLEDO              ; 000008280; 0,95; 1,06; 0,5
14/04/2020; F2 3702; ZANAHORIA EN RAMA             ; 047; VALLADOLID          ; 000031731; 0,95; 1,06; 0,5
14/04/2020; F2 3802; BATATAS YEMA DE HUEVO         ; 029; MALAGA              ; 000005000; 1,2; 1,3; 1,1
14/04/2020; F2 4101; GRELOS                        ; 045; TOLEDO              ; 000000200; 0,38; 0,65; 0,3
14/04/2020; F2 4701; BROCOLI                       ; 003; ALICANTE            ; 000004678; 2,5; 3,2; 2
14/04/2020; F2 4701; BROCOLI                       ; 004; ALMERIA             ; 000001000; 2,5; 3,2; 2
14/04/2020; F2 4701; BROCOLI                       ; 030; MURCIA              ; 000042374; 2,5; 3,2; 2
14/04/2020; F2 4901; ROMANESCU                     ; 030; MURCIA              ; 000002500; 3,49; 4,5; 3,26
14/04/2020; F2 6001; CUARTA GAMA HORTALIZAS        ; 004; ALMERIA             ; 000000150; 0; 0; 0
14/04/2020; F2 6001; CUARTA GAMA HORTALIZAS        ; 016; CUENCA              ; 000003100; 0; 0; 0
14/04/2020; F2 6001; CUARTA GAMA HORTALIZAS        ; 026; LA RIOJA            ; 000008000; 0; 0; 0
14/04/2020; F2 6001; CUARTA GAMA HORTALIZAS        ; 028; MADRID              ; 000004700; 0; 0; 0
14/04/2020; F2 6001; CUARTA GAMA HORTALIZAS        ; 031; NAVARRA             ; 000015580; 0; 0; 0
14/04/2020; F2 6401; ELABORADOS VEGETALES          ; 010; CACERES             ; 000002100; 0; 0; 0
14/04/2020; F2 6401; ELABORADOS VEGETALES          ; 026; LA RIOJA            ; 000013100; 0; 0; 0
14/04/2020; F2 6401; ELABORADOS VEGETALES          ; 030; MURCIA              ; 000007400; 0; 0; 0
14/04/2020; F2 6401; ELABORADOS VEGETALES          ; 040; SEGOVIA             ; 000018000; 0; 0; 0
14/04/2020; F2 6401; ELABORADOS VEGETALES          ; 045; TOLEDO              ; 000003500; 0; 0; 0
14/04/2020; F3 0101; PATATA BLANCA                 ; 001; ALAVA               ; 000018757; 0,46; 0,47; 0,28
14/04/2020; F3 0101; PATATA BLANCA                 ; 003; ALICANTE            ; 000001834; 0,46; 0,47; 0,28
14/04/2020; F3 0101; PATATA BLANCA                 ; 009; BURGOS              ; 000012499; 0,46; 0,47; 0,28
14/04/2020; F3 0101; PATATA BLANCA                 ; 013; CIUDAD REAL         ; 000008190; 0,46; 0,47; 0,28
14/04/2020; F3 0101; PATATA BLANCA                 ; 020; GUIPUZCOA           ; 000006467; 0,46; 0,47; 0,28
14/04/2020; F3 0101; PATATA BLANCA                 ; 024; LEON                ; 000019164; 0,46; 0,47; 0,28
14/04/2020; F3 0101; PATATA BLANCA                 ; 026; LA RIOJA            ; 000013091; 0,46; 0,47; 0,28
14/04/2020; F3 0101; PATATA BLANCA                 ; 031; NAVARRA             ; 000004437; 0,46; 0,47; 0,28
14/04/2020; F3 0101; PATATA BLANCA                 ; 032; ORENSE              ; 000017516; 0,46; 0,47; 0,28
14/04/2020; F3 0101; PATATA BLANCA                 ; 040; SEGOVIA             ; 000039347; 0,46; 0,47; 0,28
14/04/2020; F3 0101; PATATA BLANCA                 ; 045; TOLEDO              ; 000014616; 0,46; 0,47; 0,28
14/04/2020; F3 0101; PATATA BLANCA                 ; 047; VALLADOLID          ; 000054497; 0,46; 0,47; 0,28
14/04/2020; F3 0101; PATATA BLANCA                 ; 060; FRANCIA             ; 000060732; 0,46; 0,47; 0,28
14/04/2020; F3 0102; PATATA ROJA                   ; 001; ALAVA               ; 000012289; 0,42; 0,5; 0,4
14/04/2020; F3 0102; PATATA ROJA                   ; 003; ALICANTE            ; 000001201; 0,42; 0,5; 0,4
14/04/2020; F3 0102; PATATA ROJA                   ; 009; BURGOS              ; 000008189; 0,42; 0,5; 0,4
14/04/2020; F3 0102; PATATA ROJA                   ; 013; CIUDAD REAL         ; 000005366; 0,42; 0,5; 0,4
14/04/2020; F3 0102; PATATA ROJA                   ; 020; GUIPUZCOA           ; 000004237; 0,42; 0,5; 0,4
14/04/2020; F3 0102; PATATA ROJA                   ; 024; LEON                ; 000012556; 0,42; 0,5; 0,4
14/04/2020; F3 0102; PATATA ROJA                   ; 026; LA RIOJA            ; 000008577; 0,42; 0,5; 0,4
14/04/2020; F3 0102; PATATA ROJA                   ; 031; NAVARRA             ; 000002907; 0,42; 0,5; 0,4
14/04/2020; F3 0102; PATATA ROJA                   ; 032; ORENSE              ; 000011476; 0,42; 0,5; 0,4
14/04/2020; F3 0102; PATATA ROJA                   ; 040; SEGOVIA             ; 000025779; 0,42; 0,5; 0,4
14/04/2020; F3 0102; PATATA ROJA                   ; 045; TOLEDO              ; 000009576; 0,42; 0,5; 0,4
14/04/2020; F3 0102; PATATA ROJA                   ; 047; VALLADOLID          ; 000035705; 0,42; 0,5; 0,4
14/04/2020; F3 0102; PATATA ROJA                   ; 060; FRANCIA             ; 000039790; 0,42; 0,5; 0,4
14/04/2020; F3 0106; PATATA NUEVA                  ; 001; ALAVA               ; 000012936; 0,6; 0,9; 0,31
14/04/2020; F3 0106; PATATA NUEVA                  ; 003; ALICANTE            ; 000001265; 0,6; 0,9; 0,31
14/04/2020; F3 0106; PATATA NUEVA                  ; 009; BURGOS              ; 000008620; 0,6; 0,9; 0,31
14/04/2020; F3 0106; PATATA NUEVA                  ; 013; CIUDAD REAL         ; 000005648; 0,6; 0,9; 0,31
14/04/2020; F3 0106; PATATA NUEVA                  ; 020; GUIPUZCOA           ; 000004460; 0,6; 0,9; 0,31
14/04/2020; F3 0106; PATATA NUEVA                  ; 024; LEON                ; 000013216; 0,6; 0,9; 0,31
14/04/2020; F3 0106; PATATA NUEVA                  ; 026; LA RIOJA            ; 000009028; 0,6; 0,9; 0,31
14/04/2020; F3 0106; PATATA NUEVA                  ; 031; NAVARRA             ; 000003060; 0,6; 0,9; 0,31
14/04/2020; F3 0106; PATATA NUEVA                  ; 032; ORENSE              ; 000012080; 0,6; 0,9; 0,31
14/04/2020; F3 0106; PATATA NUEVA                  ; 040; SEGOVIA             ; 000027136; 0,6; 0,9; 0,31
14/04/2020; F3 0106; PATATA NUEVA                  ; 045; TOLEDO              ; 000010080; 0,6; 0,9; 0,31
14/04/2020; F3 0106; PATATA NUEVA                  ; 047; VALLADOLID          ; 000037584; 0,6; 0,9; 0,31
14/04/2020; F3 0106; PATATA NUEVA                  ; 060; FRANCIA             ; 000041884; 0,6; 0,9; 0,31
14/04/2020; F3 0124; PATATA AGRIA GRANEL           ; 001; ALAVA               ; 000016170; 0,4; 0,42; 0,34
14/04/2020; F3 0124; PATATA AGRIA GRANEL           ; 003; ALICANTE            ; 000001581; 0,4; 0,42; 0,34
14/04/2020; F3 0124; PATATA AGRIA GRANEL           ; 009; BURGOS              ; 000010775; 0,4; 0,42; 0,34
14/04/2020; F3 0124; PATATA AGRIA GRANEL           ; 013; CIUDAD REAL         ; 000007060; 0,4; 0,42; 0,34
14/04/2020; F3 0124; PATATA AGRIA GRANEL           ; 020; GUIPUZCOA           ; 000005575; 0,4; 0,42; 0,34
14/04/2020; F3 0124; PATATA AGRIA GRANEL           ; 024; LEON                ; 000016520; 0,4; 0,42; 0,34
14/04/2020; F3 0124; PATATA AGRIA GRANEL           ; 026; LA RIOJA            ; 000011285; 0,4; 0,42; 0,34
14/04/2020; F3 0124; PATATA AGRIA GRANEL           ; 031; NAVARRA             ; 000003825; 0,4; 0,42; 0,34
14/04/2020; F3 0124; PATATA AGRIA GRANEL           ; 032; ORENSE              ; 000015100; 0,4; 0,42; 0,34
14/04/2020; F3 0124; PATATA AGRIA GRANEL           ; 040; SEGOVIA             ; 000033920; 0,4; 0,42; 0,34
14/04/2020; F3 0124; PATATA AGRIA GRANEL           ; 045; TOLEDO              ; 000012600; 0,4; 0,42; 0,34
14/04/2020; F3 0124; PATATA AGRIA GRANEL           ; 047; VALLADOLID          ; 000046980; 0,4; 0,42; 0,34
14/04/2020; F3 0124; PATATA AGRIA GRANEL           ; 060; FRANCIA             ; 000052355; 0,4; 0,42; 0,34
14/04/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 001; ALAVA               ; 000004528; 0,68; 0,7; 0,55
14/04/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 003; ALICANTE            ; 000000443; 0,68; 0,7; 0,55
14/04/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 009; BURGOS              ; 000003017; 0,68; 0,7; 0,55
14/04/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 013; CIUDAD REAL         ; 000001977; 0,68; 0,7; 0,55
14/04/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 020; GUIPUZCOA           ; 000001561; 0,68; 0,7; 0,55
14/04/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 024; LEON                ; 000004626; 0,68; 0,7; 0,55
14/04/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 026; LA RIOJA            ; 000003160; 0,68; 0,7; 0,55
14/04/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 031; NAVARRA             ; 000001071; 0,68; 0,7; 0,55
14/04/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 032; ORENSE              ; 000004228; 0,68; 0,7; 0,55
14/04/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 040; SEGOVIA             ; 000009498; 0,68; 0,7; 0,55
14/04/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 045; TOLEDO              ; 000003528; 0,68; 0,7; 0,55
14/04/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 047; VALLADOLID          ; 000013154; 0,68; 0,7; 0,55
14/04/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 060; FRANCIA             ; 000014659; 0,68; 0,7; 0,55
14/04/2020; P4 0101; ACEDIAS                       ; 021; HUELVA              ; 000000150; 9,75; 10,5; 8,5
14/04/2020; P4 0303; ATUN ROJO CIMARRON            ; 011; CADIZ               ; 000000063; 18,5; 20; 16,5
14/04/2020; P4 0303; ATUN ROJO CIMARRON            ; 020; GUIPUZCOA           ; 000000120; 18,5; 20; 16,5
14/04/2020; P4 0303; ATUN ROJO CIMARRON            ; 030; MURCIA              ; 000001326; 18,5; 20; 16,5
14/04/2020; P4 0303; ATUN ROJO CIMARRON            ; 046; VALENCIA            ; 000000067; 18,5; 20; 16,5
14/04/2020; P4 0303; ATUN ROJO CIMARRON            ; 048; VIZCAYA             ; 000000040; 18,5; 20; 16,5
14/04/2020; P4 0304; ATUN PATUDO U OBESO           ; 011; CADIZ               ; 000000252; 7; 7,5; 6,5
14/04/2020; P4 0304; ATUN PATUDO U OBESO           ; 020; GUIPUZCOA           ; 000000479; 7; 7,5; 6,5
14/04/2020; P4 0304; ATUN PATUDO U OBESO           ; 030; MURCIA              ; 000005304; 7; 7,5; 6,5
14/04/2020; P4 0304; ATUN PATUDO U OBESO           ; 046; VALENCIA            ; 000000266; 7; 7,5; 6,5
14/04/2020; P4 0304; ATUN PATUDO U OBESO           ; 048; VIZCAYA             ; 000000160; 7; 7,5; 6,5
14/04/2020; P4 0403; BACALAO FILETE                ; 015; LA CORUÑA           ; 000000003; 9; 10; 7
14/04/2020; P4 0403; BACALAO FILETE                ; 020; GUIPUZCOA           ; 000000215; 9; 10; 7
14/04/2020; P4 0403; BACALAO FILETE                ; 036; PONTEVEDRA          ; 000000015; 9; 10; 7
14/04/2020; P4 0403; BACALAO FILETE                ; 048; VIZCAYA             ; 000000004; 9; 10; 7
14/04/2020; P4 0404; BACALAO SALADO                ; 015; LA CORUÑA           ; 000000066; 9,5; 18; 4,75
14/04/2020; P4 0404; BACALAO SALADO                ; 020; GUIPUZCOA           ; 000005472; 9,5; 18; 4,75
14/04/2020; P4 0404; BACALAO SALADO                ; 036; PONTEVEDRA          ; 000000372; 9,5; 18; 4,75
14/04/2020; P4 0404; BACALAO SALADO                ; 048; VIZCAYA             ; 000000102; 9,5; 18; 4,75
14/04/2020; P4 0405; BACALAO ENTERO S/C 4/6 KG     ; 015; LA CORUÑA           ; 000000061; 7,8; 9; 7,8
14/04/2020; P4 0405; BACALAO ENTERO S/C 4/6 KG     ; 020; GUIPUZCOA           ; 000005043; 7,8; 9; 7,8
14/04/2020; P4 0405; BACALAO ENTERO S/C 4/6 KG     ; 036; PONTEVEDRA          ; 000000343; 7,8; 9; 7,8
14/04/2020; P4 0405; BACALAO ENTERO S/C 4/6 KG     ; 048; VIZCAYA             ; 000000094; 7,8; 9; 7,8
14/04/2020; P4 0501; BESUGO DE 0,7 A 1 KG          ; 015; LA CORUÑA           ; 000000007; 26; 26; 25
14/04/2020; P4 0501; BESUGO DE 0,7 A 1 KG          ; 030; MURCIA              ; 000000009; 26; 26; 25
14/04/2020; P4 0501; BESUGO DE 0,7 A 1 KG          ; 036; PONTEVEDRA          ; 000000405; 26; 26; 25
14/04/2020; P4 0501; BESUGO DE 0,7 A 1 KG          ; 048; VIZCAYA             ; 000000090; 26; 26; 25
14/04/2020; P4 0502; BESUGO DE 1 A 1,5 KG.         ; 015; LA CORUÑA           ; 000000008; 26; 26; 25
14/04/2020; P4 0502; BESUGO DE 1 A 1,5 KG.         ; 030; MURCIA              ; 000000011; 26; 26; 25
14/04/2020; P4 0502; BESUGO DE 1 A 1,5 KG.         ; 036; PONTEVEDRA          ; 000000495; 26; 26; 25
14/04/2020; P4 0502; BESUGO DE 1 A 1,5 KG.         ; 048; VIZCAYA             ; 000000110; 26; 26; 25
14/04/2020; P4 0601; BOGAS                         ; 030; MURCIA              ; 000000015; 0,8; 0,9; 0,8
14/04/2020; P4 0701; BOQUERON NACIONAL GRANDE      ; 011; CADIZ               ; 000001722; 7,5; 8; 6,5
14/04/2020; P4 0701; BOQUERON NACIONAL GRANDE      ; 015; LA CORUÑA           ; 000000012; 7,5; 8; 6,5
14/04/2020; P4 0701; BOQUERON NACIONAL GRANDE      ; 020; GUIPUZCOA           ; 000002183; 7,5; 8; 6,5
14/04/2020; P4 0701; BOQUERON NACIONAL GRANDE      ; 021; HUELVA              ; 000000495; 7,5; 8; 6,5
14/04/2020; P4 0701; BOQUERON NACIONAL GRANDE      ; 036; PONTEVEDRA          ; 000000360; 7,5; 8; 6,5
14/04/2020; P4 0701; BOQUERON NACIONAL GRANDE      ; 048; VIZCAYA             ; 000000040; 7,5; 8; 6,5
14/04/2020; P4 0702; BOQUERON NCNAL.TERCIADO       ; 011; CADIZ               ; 000006886; 4,5; 5; 3,5
14/04/2020; P4 0702; BOQUERON NCNAL.TERCIADO       ; 015; LA CORUÑA           ; 000000048; 4,5; 5; 3,5
14/04/2020; P4 0702; BOQUERON NCNAL.TERCIADO       ; 020; GUIPUZCOA           ; 000008734; 4,5; 5; 3,5
14/04/2020; P4 0702; BOQUERON NCNAL.TERCIADO       ; 021; HUELVA              ; 000001980; 4,5; 5; 3,5
14/04/2020; P4 0702; BOQUERON NCNAL.TERCIADO       ; 036; PONTEVEDRA          ; 000001440; 4,5; 5; 3,5
14/04/2020; P4 0702; BOQUERON NCNAL.TERCIADO       ; 048; VIZCAYA             ; 000000160; 4,5; 5; 3,5
14/04/2020; P4 0801; BONITO S/C.                   ; 038; STA.CRUZ DE TENERIFE; 000000024; 11,5; 12; 10,75
14/04/2020; P4 0802; BONITO C/C.                   ; 038; STA.CRUZ DE TENERIFE; 000000096; 10; 10,5; 9,5
14/04/2020; P4 0901; BRECAS                        ; 030; MURCIA              ; 000000010; 5; 5,25; 4,5
14/04/2020; P4 1001; CALAMAR                       ; 015; LA CORUÑA           ; 000001050; 12,5; 13; 12
14/04/2020; P4 1001; CALAMAR                       ; 020; GUIPUZCOA           ; 000004938; 12,5; 13; 12
14/04/2020; P4 1001; CALAMAR                       ; 021; HUELVA              ; 000000300; 12,5; 13; 12
14/04/2020; P4 1001; CALAMAR                       ; 030; MURCIA              ; 000000010; 12,5; 13; 12
14/04/2020; P4 1001; CALAMAR                       ; 036; PONTEVEDRA          ; 000000880; 12,5; 13; 12
14/04/2020; P4 1001; CALAMAR                       ; 046; VALENCIA            ; 000000107; 12,5; 13; 12
14/04/2020; P4 1001; CALAMAR                       ; 048; VIZCAYA             ; 000000200; 12,5; 13; 12
14/04/2020; P4 1201; CAZON                         ; 036; PONTEVEDRA          ; 000000170; 5,5; 6; 5
14/04/2020; P4 1304; DORADA ACUIC. MÁS 600 GR      ; 015; LA CORUÑA           ; 000000023; 6,9; 7,3; 5,7
14/04/2020; P4 1304; DORADA ACUIC. MÁS 600 GR      ; 020; GUIPUZCOA           ; 000000308; 6,9; 7,3; 5,7
14/04/2020; P4 1304; DORADA ACUIC. MÁS 600 GR      ; 030; MURCIA              ; 000000198; 6,9; 7,3; 5,7
14/04/2020; P4 1304; DORADA ACUIC. MÁS 600 GR      ; 036; PONTEVEDRA          ; 000000629; 6,9; 7,3; 5,7
14/04/2020; P4 1304; DORADA ACUIC. MÁS 600 GR      ; 048; VIZCAYA             ; 000000266; 6,9; 7,3; 5,7
14/04/2020; P4 1304; DORADA ACUIC. MÁS 600 GR      ; 060; FRANCIA             ; 000000285; 6,9; 7,3; 5,7
14/04/2020; P4 1304; DORADA ACUIC. MÁS 600 GR      ; 088; TURQUIA             ; 000001235; 6,9; 7,3; 5,7
14/04/2020; P4 1305; DORADA ACUIC. 400-600 GR      ; 015; LA CORUÑA           ; 000000046; 6,9; 7,2; 5,25
14/04/2020; P4 1305; DORADA ACUIC. 400-600 GR      ; 020; GUIPUZCOA           ; 000000616; 6,9; 7,2; 5,25
14/04/2020; P4 1305; DORADA ACUIC. 400-600 GR      ; 030; MURCIA              ; 000000395; 6,9; 7,2; 5,25
14/04/2020; P4 1305; DORADA ACUIC. 400-600 GR      ; 036; PONTEVEDRA          ; 000001258; 6,9; 7,2; 5,25
14/04/2020; P4 1305; DORADA ACUIC. 400-600 GR      ; 048; VIZCAYA             ; 000000532; 6,9; 7,2; 5,25
14/04/2020; P4 1305; DORADA ACUIC. 400-600 GR      ; 060; FRANCIA             ; 000000570; 6,9; 7,2; 5,25
14/04/2020; P4 1305; DORADA ACUIC. 400-600 GR      ; 088; TURQUIA             ; 000002470; 6,9; 7,2; 5,25
14/04/2020; P4 1306; DORADA ACUIC. 300-400 GR      ; 015; LA CORUÑA           ; 000000052; 5,6; 6,7; 4,75
14/04/2020; P4 1306; DORADA ACUIC. 300-400 GR      ; 020; GUIPUZCOA           ; 000000697; 5,6; 6,7; 4,75
14/04/2020; P4 1306; DORADA ACUIC. 300-400 GR      ; 030; MURCIA              ; 000000447; 5,6; 6,7; 4,75
14/04/2020; P4 1306; DORADA ACUIC. 300-400 GR      ; 036; PONTEVEDRA          ; 000001423; 5,6; 6,7; 4,75
14/04/2020; P4 1306; DORADA ACUIC. 300-400 GR      ; 048; VIZCAYA             ; 000000602; 5,6; 6,7; 4,75
14/04/2020; P4 1306; DORADA ACUIC. 300-400 GR      ; 060; FRANCIA             ; 000000645; 5,6; 6,7; 4,75
14/04/2020; P4 1306; DORADA ACUIC. 300-400 GR      ; 088; TURQUIA             ; 000002795; 5,6; 6,7; 4,75
14/04/2020; P4 1601; FANECAS                       ; 015; LA CORUÑA           ; 000000006; 1,8; 2,1; 1,5
14/04/2020; P4 1601; FANECAS                       ; 020; GUIPUZCOA           ; 000001746; 1,8; 2,1; 1,5
14/04/2020; P4 1702; GALLO GRANDE                  ; 015; LA CORUÑA           ; 000000152; 12; 15; 10,5
14/04/2020; P4 1702; GALLO GRANDE                  ; 020; GUIPUZCOA           ; 000000612; 12; 15; 10,5
14/04/2020; P4 1702; GALLO GRANDE                  ; 036; PONTEVEDRA          ; 000000060; 12; 15; 10,5
14/04/2020; P4 1702; GALLO GRANDE                  ; 048; VIZCAYA             ; 000000040; 12; 15; 10,5
14/04/2020; P4 1703; GALLO MEDIANO                 ; 015; LA CORUÑA           ; 000000418; 6; 8,5; 6
14/04/2020; P4 1703; GALLO MEDIANO                 ; 020; GUIPUZCOA           ; 000001684; 6; 8,5; 6
14/04/2020; P4 1703; GALLO MEDIANO                 ; 036; PONTEVEDRA          ; 000000165; 6; 8,5; 6
14/04/2020; P4 1703; GALLO MEDIANO                 ; 048; VIZCAYA             ; 000000110; 6; 8,5; 6
14/04/2020; P4 1704; GALLO PEQUEÑO                 ; 015; LA CORUÑA           ; 000000190; 4; 4; 3
14/04/2020; P4 1704; GALLO PEQUEÑO                 ; 020; GUIPUZCOA           ; 000000766; 4; 4; 3
14/04/2020; P4 1704; GALLO PEQUEÑO                 ; 036; PONTEVEDRA          ; 000000075; 4; 4; 3
14/04/2020; P4 1704; GALLO PEQUEÑO                 ; 048; VIZCAYA             ; 000000050; 4; 4; 3
14/04/2020; P4 1801; HUEVAS                        ; 015; LA CORUÑA           ; 000000036; 8,5; 9,75; 5,5
14/04/2020; P4 1902; JUREL GRANDE                  ; 015; LA CORUÑA           ; 000000004; 6,5; 7; 5,5
14/04/2020; P4 1902; JUREL GRANDE                  ; 020; GUIPUZCOA           ; 000000367; 6,5; 7; 5,5
14/04/2020; P4 1902; JUREL GRANDE                  ; 030; MURCIA              ; 000000008; 6,5; 7; 5,5
14/04/2020; P4 1903; JUREL MEDIANO                 ; 015; LA CORUÑA           ; 000000003; 4; 4,5; 3,5
14/04/2020; P4 1903; JUREL MEDIANO                 ; 020; GUIPUZCOA           ; 000000245; 4; 4,5; 3,5
14/04/2020; P4 1903; JUREL MEDIANO                 ; 030; MURCIA              ; 000000005; 4; 4,5; 3,5
14/04/2020; P4 1904; JUREL PEQUEÑO                 ; 015; LA CORUÑA           ; 000000008; 2,5; 3; 2
14/04/2020; P4 1904; JUREL PEQUEÑO                 ; 020; GUIPUZCOA           ; 000000612; 2,5; 3; 2
14/04/2020; P4 1904; JUREL PEQUEÑO                 ; 030; MURCIA              ; 000000012; 2,5; 3; 2
14/04/2020; P4 2002; LENGUADO GRANDE               ; 015; LA CORUÑA           ; 000000040; 24,5; 28; 22
14/04/2020; P4 2002; LENGUADO GRANDE               ; 021; HUELVA              ; 000000088; 24,5; 28; 22
14/04/2020; P4 2002; LENGUADO GRANDE               ; 030; MURCIA              ; 000000004; 24,5; 28; 22
14/04/2020; P4 2002; LENGUADO GRANDE               ; 036; PONTEVEDRA          ; 000000357; 24,5; 28; 22
14/04/2020; P4 2002; LENGUADO GRANDE               ; 048; VIZCAYA             ; 000000420; 24,5; 28; 22
14/04/2020; P4 2002; LENGUADO GRANDE               ; 060; FRANCIA             ; 000000852; 24,5; 28; 22
14/04/2020; P4 2003; LENGUADO MEDIANO              ; 015; LA CORUÑA           ; 000000054; 20; 24,5; 17,5
14/04/2020; P4 2003; LENGUADO MEDIANO              ; 021; HUELVA              ; 000000118; 20; 24,5; 17,5
14/04/2020; P4 2003; LENGUADO MEDIANO              ; 030; MURCIA              ; 000000005; 20; 24,5; 17,5
14/04/2020; P4 2003; LENGUADO MEDIANO              ; 036; PONTEVEDRA          ; 000000479; 20; 24,5; 17,5
14/04/2020; P4 2003; LENGUADO MEDIANO              ; 048; VIZCAYA             ; 000000564; 20; 24,5; 17,5
14/04/2020; P4 2003; LENGUADO MEDIANO              ; 060; FRANCIA             ; 000001144; 20; 24,5; 17,5
14/04/2020; P4 2004; LENGUADO PEQUEÑO              ; 015; LA CORUÑA           ; 000000020; 14; 15; 13
14/04/2020; P4 2004; LENGUADO PEQUEÑO              ; 021; HUELVA              ; 000000042; 14; 15; 13
14/04/2020; P4 2004; LENGUADO PEQUEÑO              ; 030; MURCIA              ; 000000002; 14; 15; 13
14/04/2020; P4 2004; LENGUADO PEQUEÑO              ; 036; PONTEVEDRA          ; 000000173; 14; 15; 13
14/04/2020; P4 2004; LENGUADO PEQUEÑO              ; 048; VIZCAYA             ; 000000204; 14; 15; 13
14/04/2020; P4 2004; LENGUADO PEQUEÑO              ; 060; FRANCIA             ; 000000414; 14; 15; 13
14/04/2020; P4 2005; LENGUADO ACUICULTURA          ; 015; LA CORUÑA           ; 000000001; 17,5; 17,5; 16,5
14/04/2020; P4 2005; LENGUADO ACUICULTURA          ; 021; HUELVA              ; 000000002; 17,5; 17,5; 16,5
14/04/2020; P4 2005; LENGUADO ACUICULTURA          ; 036; PONTEVEDRA          ; 000000010; 17,5; 17,5; 16,5
14/04/2020; P4 2005; LENGUADO ACUICULTURA          ; 048; VIZCAYA             ; 000000012; 17,5; 17,5; 16,5
14/04/2020; P4 2005; LENGUADO ACUICULTURA          ; 060; FRANCIA             ; 000000024; 17,5; 17,5; 16,5
14/04/2020; P4 2101; LIBA                          ; 021; HUELVA              ; 000000173; 2,25; 2,5; 1,85
14/04/2020; P4 2601; MERLUZA PINCHO +2,5-5 KG.     ; 015; LA CORUÑA           ; 000001337; 13,5; 15; 10
14/04/2020; P4 2601; MERLUZA PINCHO +2,5-5 KG.     ; 020; GUIPUZCOA           ; 000002193; 13,5; 15; 10
14/04/2020; P4 2601; MERLUZA PINCHO +2,5-5 KG.     ; 033; ASTURIAS            ; 000000500; 13,5; 15; 10
14/04/2020; P4 2601; MERLUZA PINCHO +2,5-5 KG.     ; 036; PONTEVEDRA          ; 000001823; 13,5; 15; 10
